ground_height,lane_id,lane_type,left_lane_boundary,right_lane_boundary,left_lane_mark_type,right_lane_mark_type
,89873889,VEHICLE,"[{'x': 696.44, 'y': 4065.28, 'z': -22.19}, {'x': 695.8, 'y': 4057.69, 'z': -22.22}]","[{'x': 692.91, 'y': 4065.46, 'z': -22.26}, {'x': 692.28, 'y': 4057.9, 'z': -22.28}]",DOUBLE_SOLID_YELLOW,SOLID_WHITE
,89873897,VEHICLE,"[{'x': 692.86, 'y': 4022.65, 'z': -22.38}, {'x': 692.79, 'y': 4021.77, 'z': -22.38}]","[{'x': 689.31, 'y': 4022.99, 'z': -22.41}, {'x': 689.24, 'y': 4022.09, 'z': -22.41}]",DOUBLE_SOLID_YELLOW,SOLID_WHITE
,89873906,VEHICLE,"[{'x': 739.58, 'y': 3954.07, 'z': -22.0}, {'x': 780.0, 'y': 3955.69, 'z': -21.52}]","[{'x': 739.91, 'y': 3948.55, 'z': -22.05}, {'x': 780.0, 'y': 3950.19, 'z': -21.61}]",NONE,NONE
,89873912,VEHICLE,"[{'x': 685.34, 'y': 4023.38, 'z': -22.49}, {'x': 685.26, 'y': 4022.45, 'z': -22.49}]","[{'x': 682.14, 'y': 4023.69, 'z': -22.55}, {'x': 682.06, 'y': 4022.74, 'z': -22.54}]",SOLID_WHITE,SOLID_WHITE
,89873933,VEHICLE,"[{'x': 687.44, 'y': 3986.92, 'z': -22.37}, {'x': 687.48, 'y': 3987.42, 'z': -22.37}, {'x': 687.75, 'y': 3988.85, 'z': -22.37}, {'x': 687.77, 'y': 3990.36, 'z': -22.39}, {'x': 687.54, 'y': 3991.92, 'z': -22.39}, {'x': 687.09, 'y': 3993.52, 'z': -22.4}, {'x': 686.4, 'y': 3995.11, 'z': -22.41}, {'x': 685.49, 'y': 3996.69, 'z': -22.42}, {'x': 684.37, 'y': 3998.22, 'z': -22.43}, {'x': 683.05, 'y': 3999.68, 'z': -22.44}, {'x': 681.52, 'y': 4001.05, 'z': -22.45}, {'x': 679.8, 'y': 4002.29, 'z': -22.47}, {'x': 677.89, 'y': 4003.38, 'z': -22.5}, {'x': 675.81, 'y': 4004.3, 'z': -22.52}, {'x': 673.55, 'y': 4005.02, 'z': -22.55}, {'x': 671.13, 'y': 4005.52, 'z': -22.58}, {'x': 668.55, 'y': 4005.76, 'z': -22.6}]","[{'x': 690.08, 'y': 3986.6, 'z': -22.38}, {'x': 690.11, 'y': 3987.1, 'z': -22.38}, {'x': 690.35, 'y': 3988.61, 'z': -22.37}, {'x': 690.39, 'y': 3990.18, 'z': -22.36}, {'x': 690.24, 'y': 3991.8, 'z': -22.36}, {'x': 689.91, 'y': 3993.43, 'z': -22.37}, {'x': 689.4, 'y': 3995.08, 'z': -22.38}, {'x': 688.73, 'y': 3996.71, 'z': -22.39}, {'x': 687.88, 'y': 3998.32, 'z': -22.39}, {'x': 686.88, 'y': 3999.88, 'z': -22.4}, {'x': 685.71, 'y': 4001.39, 'z': -22.41}, {'x': 684.4, 'y': 4002.81, 'z': -22.42}, {'x': 682.95, 'y': 4004.14, 'z': -22.44}, {'x': 681.36, 'y': 4005.36, 'z': -22.45}, {'x': 679.63, 'y': 4006.45, 'z': -22.47}, {'x': 677.78, 'y': 4007.39, 'z': -22.52}, {'x': 675.8, 'y': 4008.17, 'z': -22.55}, {'x': 673.71, 'y': 4008.77, 'z': -22.58}, {'x': 671.51, 'y': 4009.17, 'z': -22.6}, {'x': 669.2, 'y': 4009.36, 'z': -22.62}]",NONE,NONE
,89873953,VEHICLE,"[{'x': 707.12, 'y': 3952.65, 'z': -22.62}, {'x': 713.36, 'y': 3952.94, 'z': -22.58}]","[{'x': 707.14, 'y': 3949.32, 'z': -22.68}, {'x': 713.65, 'y': 3949.56, 'z': -22.65}]",DOUBLE_SOLID_YELLOW,SOLID_WHITE
,89874060,VEHICLE,"[{'x': 660.0, 'y': 4005.42, 'z': -22.67}, {'x': 603.16, 'y': 4003.17, 'z': -22.51}]","[{'x': 660.0, 'y': 4008.85, 'z': -22.73}, {'x': 606.41, 'y': 4006.62, 'z': -22.58}, {'x': 603.28, 'y': 4006.44, 'z': -22.57}]",DOUBLE_SOLID_YELLOW,DASHED_WHITE
,89874081,VEHICLE,"[{'x': 600.0, 'y': 3996.49, 'z': -22.54}, {'x': 600.84, 'y': 3996.51, 'z': -22.55}]","[{'x': 600.0, 'y': 3993.27, 'z': -22.58}, {'x': 601.1, 'y': 3993.32, 'z': -22.59}]",DASHED_WHITE,SOLID_WHITE
,89874082,VEHICLE,"[{'x': 600.0, 'y': 4003.07, 'z': -22.49}, {'x': 603.16, 'y': 4003.17, 'z': -22.51}]","[{'x': 600.0, 'y': 3999.82, 'z': -22.49}, {'x': 600.69, 'y': 3999.89, 'z': -22.49}]",DOUBLE_SOLID_YELLOW,NONE
,89874097,VEHICLE,"[{'x': 660.0, 'y': 4008.85, 'z': -22.73}, {'x': 606.41, 'y': 4006.62, 'z': -22.58}, {'x': 603.28, 'y': 4006.44, 'z': -22.57}]","[{'x': 660.0, 'y': 4012.0, 'z': -22.75}, {'x': 603.31, 'y': 4009.6, 'z': -22.58}]",DASHED_WHITE,SOLID_WHITE
,89874107,VEHICLE,"[{'x': 600.0, 'y': 3999.82, 'z': -22.49}, {'x': 600.69, 'y': 3999.89, 'z': -22.49}]","[{'x': 600.0, 'y': 3996.49, 'z': -22.54}, {'x': 600.84, 'y': 3996.51, 'z': -22.55}]",NONE,DASHED_WHITE
,89874200,VEHICLE,"[{'x': 717.97, 'y': 4002.56, 'z': -22.22}, {'x': 720.0, 'y': 4002.64, 'z': -22.19}]","[{'x': 718.11, 'y': 3999.24, 'z': -22.24}, {'x': 720.0, 'y': 3999.36, 'z': -22.24}]",SOLID_YELLOW,SOLID_WHITE
,89874213,VEHICLE,"[{'x': 603.28, 'y': 4006.44, 'z': -22.57}, {'x': 600.0, 'y': 4006.3, 'z': -22.56}]","[{'x': 603.31, 'y': 4009.6, 'z': -22.58}, {'x': 600.0, 'y': 4009.47, 'z': -22.58}]",DASHED_WHITE,SOLID_WHITE
,89874220,VEHICLE,"[{'x': 717.92, 'y': 4003.98, 'z': -22.18}, {'x': 712.06, 'y': 4003.59, 'z': -22.26}]","[{'x': 717.8, 'y': 4006.84, 'z': -22.2}, {'x': 711.97, 'y': 4006.53, 'z': -22.26}]",DOUBLE_SOLID_YELLOW,SOLID_WHITE
,89874234,VEHICLE,"[{'x': 717.8, 'y': 4006.84, 'z': -22.2}, {'x': 711.97, 'y': 4006.53, 'z': -22.26}]","[{'x': 717.66, 'y': 4010.22, 'z': -22.23}, {'x': 711.98, 'y': 4009.97, 'z': -22.28}]",SOLID_WHITE,SOLID_WHITE
,89874247,VEHICLE,"[{'x': 717.66, 'y': 4010.22, 'z': -22.23}, {'x': 711.98, 'y': 4009.97, 'z': -22.28}]","[{'x': 717.55, 'y': 4013.13, 'z': -22.24}, {'x': 711.76, 'y': 4012.76, 'z': -22.29}]",SOLID_WHITE,SOLID_WHITE
,89874252,VEHICLE,"[{'x': 600.84, 'y': 3996.51, 'z': -22.55}, {'x': 660.0, 'y': 3999.08, 'z': -22.71}]","[{'x': 601.1, 'y': 3993.32, 'z': -22.59}, {'x': 603.22, 'y': 3993.53, 'z': -22.6}, {'x': 660.0, 'y': 3995.99, 'z': -22.76}]",SOLID_WHITE,SOLID_WHITE
,89874257,VEHICLE,"[{'x': 693.93, 'y': 3943.55, 'z': -22.58}, {'x': 694.0, 'y': 3946.81, 'z': -22.57}, {'x': 694.83, 'y': 3959.96, 'z': -22.47}, {'x': 695.09, 'y': 3963.5, 'z': -22.45}]","[{'x': 697.05, 'y': 3941.84, 'z': -22.64}, {'x': 699.24, 'y': 3963.55, 'z': -22.51}]",SOLID_WHITE,NONE
,89874279,VEHICLE,"[{'x': 600.69, 'y': 3999.89, 'z': -22.49}, {'x': 660.0, 'y': 4002.47, 'z': -22.66}]","[{'x': 600.84, 'y': 3996.51, 'z': -22.55}, {'x': 660.0, 'y': 3999.08, 'z': -22.71}]",SOLID_WHITE,SOLID_WHITE
,89874336,VEHICLE,"[{'x': 603.16, 'y': 4003.17, 'z': -22.51}, {'x': 600.0, 'y': 4003.07, 'z': -22.49}]","[{'x': 603.28, 'y': 4006.44, 'z': -22.57}, {'x': 600.0, 'y': 4006.3, 'z': -22.56}]",DOUBLE_SOLID_YELLOW,DASHED_WHITE
,89874342,VEHICLE,"[{'x': 603.16, 'y': 4003.17, 'z': -22.51}, {'x': 660.0, 'y': 4005.42, 'z': -22.67}]","[{'x': 600.69, 'y': 3999.89, 'z': -22.49}, {'x': 660.0, 'y': 4002.47, 'z': -22.66}]",DOUBLE_SOLID_YELLOW,SOLID_WHITE
,89874946,VEHICLE,"[{'x': 600.0, 'y': 4006.3, 'z': -22.56}, {'x': 594.9, 'y': 4006.08, 'z': -22.52}]","[{'x': 600.0, 'y': 4009.47, 'z': -22.58}, {'x': 594.75, 'y': 4009.25, 'z': -22.55}]",DASHED_WHITE,SOLID_WHITE
,89874972,VEHICLE,"[{'x': 580.25, 'y': 3995.66, 'z': -22.41}, {'x': 594.82, 'y': 3996.27, 'z': -22.52}]","[{'x': 580.5, 'y': 3992.44, 'z': -22.43}, {'x': 595.03, 'y': 3993.06, 'z': -22.56}]",DASHED_WHITE,SOLID_WHITE
,89874987,VEHICLE,"[{'x': 595.07, 'y': 4002.85, 'z': -22.47}, {'x': 584.13, 'y': 4002.38, 'z': -22.4}]","[{'x': 594.9, 'y': 4006.08, 'z': -22.52}, {'x': 583.92, 'y': 4005.6, 'z': -22.44}]",DOUBLE_SOLID_YELLOW,DASHED_WHITE
,89875045,VEHICLE,"[{'x': 579.6, 'y': 3999.03, 'z': -22.36}, {'x': 594.68, 'y': 3999.66, 'z': -22.46}]","[{'x': 580.25, 'y': 3995.66, 'z': -22.41}, {'x': 594.82, 'y': 3996.27, 'z': -22.52}]",NONE,DASHED_WHITE
,89875046,VEHICLE,"[{'x': 594.82, 'y': 3996.27, 'z': -22.52}, {'x': 600.0, 'y': 3996.49, 'z': -22.54}]","[{'x': 595.03, 'y': 3993.06, 'z': -22.56}, {'x': 600.0, 'y': 3993.27, 'z': -22.58}]",DASHED_WHITE,SOLID_WHITE
,89875066,VEHICLE,"[{'x': 594.68, 'y': 3999.66, 'z': -22.46}, {'x': 600.0, 'y': 3999.82, 'z': -22.49}]","[{'x': 594.82, 'y': 3996.27, 'z': -22.52}, {'x': 600.0, 'y': 3996.49, 'z': -22.54}]",NONE,DASHED_WHITE
,89875093,VEHICLE,"[{'x': 584.13, 'y': 4002.38, 'z': -22.4}, {'x': 569.33, 'y': 4001.73, 'z': -22.3}]","[{'x': 583.92, 'y': 4005.6, 'z': -22.44}, {'x': 569.12, 'y': 4004.95, 'z': -22.31}]",DOUBLE_SOLID_YELLOW,SOLID_WHITE
,89875099,VEHICLE,"[{'x': 600.0, 'y': 4003.07, 'z': -22.49}, {'x': 595.07, 'y': 4002.85, 'z': -22.47}]","[{'x': 600.0, 'y': 4006.3, 'z': -22.56}, {'x': 594.9, 'y': 4006.08, 'z': -22.52}]",DOUBLE_SOLID_YELLOW,DASHED_WHITE
,89875107,VEHICLE,"[{'x': 594.9, 'y': 4006.08, 'z': -22.52}, {'x': 583.92, 'y': 4005.6, 'z': -22.44}]","[{'x': 594.75, 'y': 4009.25, 'z': -22.55}, {'x': 583.7, 'y': 4008.8, 'z': -22.46}]",DASHED_WHITE,SOLID_WHITE
,89875116,VEHICLE,"[{'x': 583.92, 'y': 4005.6, 'z': -22.44}, {'x': 569.12, 'y': 4004.95, 'z': -22.31}]","[{'x': 583.7, 'y': 4008.8, 'z': -22.46}, {'x': 572.61, 'y': 4008.34, 'z': -22.34}, {'x': 569.06, 'y': 4008.28, 'z': -22.33}]",SOLID_WHITE,SOLID_WHITE
,89875130,VEHICLE,"[{'x': 595.07, 'y': 4002.85, 'z': -22.47}, {'x': 600.0, 'y': 4003.07, 'z': -22.49}]","[{'x': 594.68, 'y': 3999.66, 'z': -22.46}, {'x': 600.0, 'y': 3999.82, 'z': -22.49}]",DOUBLE_SOLID_YELLOW,NONE
,89875161,VEHICLE,"[{'x': 579.6, 'y': 3999.03, 'z': -22.36}, {'x': 595.07, 'y': 4002.85, 'z': -22.47}]","[{'x': 580.25, 'y': 3995.66, 'z': -22.41}, {'x': 594.68, 'y': 3999.66, 'z': -22.46}]",DOUBLE_SOLID_YELLOW,NONE
,89898308,VEHICLE,"[{'x': 660.0, 'y': 3951.26, 'z': -22.89}, {'x': 653.66, 'y': 3951.05, 'z': -22.79}]","[{'x': 660.0, 'y': 3955.95, 'z': -22.87}, {'x': 653.5, 'y': 3955.64, 'z': -22.82}]",DOUBLE_SOLID_YELLOW,NONE
,89898447,VEHICLE,"[{'x': 573.52, 'y': 3947.54, 'z': -22.56}, {'x': 653.66, 'y': 3951.05, 'z': -22.79}]","[{'x': 573.76, 'y': 3942.87, 'z': -22.62}, {'x': 648.22, 'y': 3946.06, 'z': -22.9}, {'x': 653.93, 'y': 3946.34, 'z': -22.86}]",NONE,NONE
,89898482,VEHICLE,"[{'x': 653.66, 'y': 3951.05, 'z': -22.79}, {'x': 573.52, 'y': 3947.54, 'z': -22.56}]","[{'x': 653.5, 'y': 3955.64, 'z': -22.82}, {'x': 645.44, 'y': 3955.3, 'z': -22.81}, {'x': 643.49, 'y': 3955.25, 'z': -22.81}, {'x': 640.96, 'y': 3955.15, 'z': -22.8}, {'x': 631.65, 'y': 3954.7, 'z': -22.83}, {'x': 629.15, 'y': 3954.6, 'z': -22.83}, {'x': 627.45, 'y': 3954.56, 'z': -22.79}, {'x': 625.4, 'y': 3954.46, 'z': -22.78}, {'x': 623.2, 'y': 3954.4, 'z': -22.77}, {'x': 621.64, 'y': 3954.3, 'z': -22.77}, {'x': 618.89, 'y': 3954.21, 'z': -22.78}, {'x': 614.59, 'y': 3953.96, 'z': -22.8}, {'x': 611.64, 'y': 3953.89, 'z': -22.79}, {'x': 606.44, 'y': 3953.65, 'z': -22.78}, {'x': 600.89, 'y': 3953.45, 'z': -22.75}, {'x': 595.64, 'y': 3953.2, 'z': -22.72}, {'x': 591.74, 'y': 3953.06, 'z': -22.72}, {'x': 590.19, 'y': 3952.95, 'z': -22.72}, {'x': 583.24, 'y': 3952.64, 'z': -22.68}, {'x': 579.99, 'y': 3952.56, 'z': -22.64}, {'x': 577.89, 'y': 3952.45, 'z': -22.63}, {'x': 575.51, 'y': 3952.37, 'z': -22.62}, {'x': 573.27, 'y': 3952.27, 'z': -22.62}]",NONE,NONE
,89898541,VEHICLE,"[{'x': 653.66, 'y': 3951.05, 'z': -22.79}, {'x': 660.0, 'y': 3951.26, 'z': -22.89}]","[{'x': 653.93, 'y': 3946.34, 'z': -22.86}, {'x': 660.0, 'y': 3946.57, 'z': -22.92}]",DOUBLE_SOLID_YELLOW,NONE
,89899263,VEHICLE,"[{'x': 720.0, 'y': 4002.64, 'z': -22.19}, {'x': 790.56, 'y': 4005.59, 'z': -21.4}, {'x': 795.17, 'y': 4005.89, 'z': -21.36}, {'x': 811.09, 'y': 4007.38, 'z': -21.25}, {'x': 824.2, 'y': 4007.82, 'z': -21.22}, {'x': 825.49, 'y': 4007.99, 'z': -21.22}]","[{'x': 720.0, 'y': 3999.36, 'z': -22.24}, {'x': 776.07, 'y': 4001.7, 'z': -21.54}, {'x': 796.2, 'y': 4002.62, 'z': -21.38}, {'x': 809.33, 'y': 4003.97, 'z': -21.34}, {'x': 825.43, 'y': 4004.55, 'z': -21.26}]",SOLID_YELLOW,SOLID_WHITE
,89899278,VEHICLE,"[{'x': 707.05, 'y': 4147.94, 'z': -22.14}, {'x': 707.55, 'y': 4153.82, 'z': -22.14}]","[{'x': 711.04, 'y': 4147.94, 'z': -22.27}, {'x': 711.48, 'y': 4153.53, 'z': -22.28}]",DASHED_WHITE,SOLID_WHITE
,89899294,VEHICLE,"[{'x': 694.34, 'y': 4128.04, 'z': -22.25}, {'x': 693.05, 'y': 4109.77, 'z': -22.18}]","[{'x': 690.34, 'y': 4128.37, 'z': -22.42}, {'x': 689.24, 'y': 4109.54, 'z': -22.29}]",DASHED_WHITE,NONE
,89899304,VEHICLE,"[{'x': 785.77, 'y': 4009.64, 'z': -21.37}, {'x': 720.0, 'y': 4006.96, 'z': -22.16}]","[{'x': 785.74, 'y': 4013.08, 'z': -21.42}, {'x': 720.0, 'y': 4010.32, 'z': -22.2}]",SOLID_WHITE,SOLID_WHITE
,89899309,VEHICLE,"[{'x': 705.37, 'y': 4128.83, 'z': -22.09}, {'x': 707.05, 'y': 4147.94, 'z': -22.14}]","[{'x': 709.52, 'y': 4129.09, 'z': -22.22}, {'x': 711.04, 'y': 4147.94, 'z': -22.27}]",DASHED_WHITE,SOLID_WHITE
,89899314,VEHICLE,"[{'x': 693.05, 'y': 4109.77, 'z': -22.18}, {'x': 692.4, 'y': 4103.0, 'z': -22.21}]","[{'x': 689.24, 'y': 4109.54, 'z': -22.29}, {'x': 688.73, 'y': 4103.2, 'z': -22.35}]",DASHED_WHITE,SOLID_WHITE
,89899319,VEHICLE,"[{'x': 701.71, 'y': 4128.54, 'z': -22.04}, {'x': 701.85, 'y': 4133.37, 'z': -22.05}, {'x': 701.17, 'y': 4136.94, 'z': -22.06}, {'x': 699.56, 'y': 4148.01, 'z': -22.12}]","[{'x': 705.37, 'y': 4128.83, 'z': -22.09}, {'x': 705.21, 'y': 4133.9, 'z': -22.1}, {'x': 703.47, 'y': 4147.9, 'z': -22.08}]",DOUBLE_SOLID_YELLOW,NONE
,89899323,VEHICLE,"[{'x': 701.71, 'y': 4128.54, 'z': -22.04}, {'x': 703.47, 'y': 4147.9, 'z': -22.08}]","[{'x': 705.37, 'y': 4128.83, 'z': -22.09}, {'x': 707.05, 'y': 4147.94, 'z': -22.14}]",NONE,DASHED_WHITE
,89899328,VEHICLE,"[{'x': 695.43, 'y': 4102.83, 'z': -22.11}, {'x': 693.42, 'y': 4080.0, 'z': -22.22}]","[{'x': 692.4, 'y': 4103.0, 'z': -22.21}, {'x': 690.21, 'y': 4080.0, 'z': -22.34}]",SOLID_WHITE,DASHED_WHITE
,89899333,VEHICLE,"[{'x': 700.1, 'y': 4110.2, 'z': -22.01}, {'x': 699.49, 'y': 4102.65, 'z': -22.05}]","[{'x': 696.84, 'y': 4110.0, 'z': -22.06}, {'x': 696.19, 'y': 4102.77, 'z': -22.09}]",DOUBLE_SOLID_YELLOW,SOLID_WHITE
,89899341,VEHICLE,"[{'x': 694.34, 'y': 4128.04, 'z': -22.25}, {'x': 693.14, 'y': 4121.26, 'z': -22.25}, {'x': 692.52, 'y': 4118.8, 'z': -22.26}, {'x': 691.78, 'y': 4116.99, 'z': -22.27}, {'x': 690.87, 'y': 4115.74, 'z': -22.28}, {'x': 689.76, 'y': 4114.93, 'z': -22.32}, {'x': 688.41, 'y': 4114.48, 'z': -22.35}, {'x': 686.78, 'y': 4114.28, 'z': -22.38}, {'x': 684.83, 'y': 4114.22, 'z': -22.41}, {'x': 682.52, 'y': 4114.21, 'z': -22.41}, {'x': 681.72, 'y': 4114.19, 'z': -22.42}, {'x': 681.25, 'y': 4114.22, 'z': -22.42}, {'x': 679.82, 'y': 4114.15, 'z': -22.45}]","[{'x': 690.34, 'y': 4128.37, 'z': -22.42}, {'x': 690.0, 'y': 4126.23, 'z': -22.42}, {'x': 689.64, 'y': 4124.18, 'z': -22.41}, {'x': 689.49, 'y': 4123.41, 'z': -22.4}, {'x': 689.4, 'y': 4122.97, 'z': -22.4}, {'x': 689.06, 'y': 4121.72, 'z': -22.4}, {'x': 688.99, 'y': 4121.54, 'z': -22.4}, {'x': 688.51, 'y': 4120.22, 'z': -22.4}, {'x': 688.09, 'y': 4119.44, 'z': -22.4}, {'x': 687.96, 'y': 4119.25, 'z': -22.4}, {'x': 687.84, 'y': 4119.09, 'z': -22.4}, {'x': 687.39, 'y': 4118.68, 'z': -22.41}, {'x': 687.16, 'y': 4118.46, 'z': -22.42}, {'x': 687.0, 'y': 4118.37, 'z': -22.42}, {'x': 686.82, 'y': 4118.27, 'z': -22.43}, {'x': 686.29, 'y': 4118.1, 'z': -22.44}, {'x': 686.12, 'y': 4118.05, 'z': -22.45}, {'x': 685.2, 'y': 4117.94, 'z': -22.47}, {'x': 685.15, 'y': 4117.94, 'z': -22.47}, {'x': 683.28, 'y': 4117.9, 'z': -22.49}, {'x': 679.92, 'y': 4117.79, 'z': -22.52}]",NONE,NONE
,89899342,VEHICLE,"[{'x': 692.4, 'y': 4103.0, 'z': -22.21}, {'x': 690.21, 'y': 4080.0, 'z': -22.34}]","[{'x': 688.73, 'y': 4103.2, 'z': -22.35}, {'x': 686.88, 'y': 4080.0, 'z': -22.51}]",DASHED_WHITE,SOLID_WHITE
,89899343,BUS,"[{'x': 707.58, 'y': 4110.66, 'z': -22.1}, {'x': 705.37, 'y': 4128.83, 'z': -22.09}]","[{'x': 711.43, 'y': 4110.9, 'z': -22.12}, {'x': 709.63, 'y': 4126.92, 'z': -22.21}, {'x': 709.52, 'y': 4129.09, 'z': -22.22}]",NONE,NONE
,89899348,VEHICLE,"[{'x': 696.57, 'y': 4154.62, 'z': -22.24}, {'x': 696.01, 'y': 4148.2, 'z': -22.26}]","[{'x': 693.0, 'y': 4154.9, 'z': -22.43}, {'x': 692.42, 'y': 4148.63, 'z': -22.44}]",DASHED_WHITE,SOLID_WHITE
,89899369,BUS,"[{'x': 704.91, 'y': 4080.0, 'z': -22.27}, {'x': 706.86, 'y': 4102.38, 'z': -22.14}]","[{'x': 708.98, 'y': 4080.0, 'z': -22.34}, {'x': 710.76, 'y': 4102.37, 'z': -22.21}]",SOLID_WHITE,NONE
,89899374,VEHICLE,"[{'x': 699.49, 'y': 4102.65, 'z': -22.05}, {'x': 697.67, 'y': 4080.0, 'z': -22.14}]","[{'x': 696.19, 'y': 4102.77, 'z': -22.09}, {'x': 694.14, 'y': 4080.0, 'z': -22.2}]",DOUBLE_SOLID_YELLOW,SOLID_WHITE
,89899380,VEHICLE,"[{'x': 785.92, 'y': 4006.95, 'z': -21.37}, {'x': 761.28, 'y': 4006.02, 'z': -21.61}, {'x': 720.0, 'y': 4004.12, 'z': -22.15}]","[{'x': 785.77, 'y': 4009.64, 'z': -21.37}, {'x': 720.0, 'y': 4006.96, 'z': -22.16}]",SOLID_YELLOW,SOLID_WHITE
,89899385,BUS,"[{'x': 706.86, 'y': 4102.38, 'z': -22.14}, {'x': 707.58, 'y': 4110.66, 'z': -22.1}]","[{'x': 710.76, 'y': 4102.37, 'z': -22.21}, {'x': 711.43, 'y': 4110.9, 'z': -22.12}]",NONE,NONE
,89899403,BUS,"[{'x': 694.34, 'y': 4128.04, 'z': -22.25}, {'x': 689.24, 'y': 4109.54, 'z': -22.29}]","[{'x': 690.34, 'y': 4128.37, 'z': -22.42}, {'x': 690.0, 'y': 4126.23, 'z': -22.42}, {'x': 689.64, 'y': 4124.18, 'z': -22.41}, {'x': 689.4, 'y': 4122.97, 'z': -22.4}, {'x': 689.06, 'y': 4121.72, 'z': -22.4}, {'x': 688.51, 'y': 4120.22, 'z': -22.4}, {'x': 688.09, 'y': 4119.44, 'z': -22.4}, {'x': 687.9, 'y': 4119.17, 'z': -22.4}, {'x': 685.75, 'y': 4109.32, 'z': -22.36}]",NONE,NONE
,89899405,BUS,"[{'x': 688.73, 'y': 4103.2, 'z': -22.35}, {'x': 686.88, 'y': 4080.0, 'z': -22.51}]","[{'x': 685.29, 'y': 4103.39, 'z': -22.41}, {'x': 683.51, 'y': 4080.0, 'z': -22.6}]",SOLID_WHITE,SOLID_WHITE
,89899408,VEHICLE,"[{'x': 697.67, 'y': 4080.0, 'z': -22.14}, {'x': 699.49, 'y': 4102.65, 'z': -22.05}]","[{'x': 701.11, 'y': 4080.0, 'z': -22.16}, {'x': 703.0, 'y': 4102.52, 'z': -22.07}]",DOUBLE_SOLID_YELLOW,DASHED_WHITE
,89899415,VEHICLE,"[{'x': 696.06, 'y': 4110.03, 'z': -22.08}, {'x': 695.43, 'y': 4102.83, 'z': -22.11}]","[{'x': 693.05, 'y': 4109.77, 'z': -22.18}, {'x': 692.4, 'y': 4103.0, 'z': -22.21}]",SOLID_WHITE,DASHED_WHITE
,89899417,VEHICLE,"[{'x': 697.75, 'y': 4127.89, 'z': -22.1}, {'x': 697.48, 'y': 4124.83, 'z': -22.09}, {'x': 696.06, 'y': 4110.03, 'z': -22.08}]","[{'x': 694.34, 'y': 4128.04, 'z': -22.25}, {'x': 693.05, 'y': 4109.77, 'z': -22.18}]",SOLID_WHITE,DASHED_WHITE
,89899421,VEHICLE,"[{'x': 699.49, 'y': 4102.65, 'z': -22.05}, {'x': 700.1, 'y': 4110.2, 'z': -22.01}]","[{'x': 703.0, 'y': 4102.52, 'z': -22.07}, {'x': 703.66, 'y': 4110.42, 'z': -22.02}]",DOUBLE_SOLID_YELLOW,DASHED_WHITE
,89899451,VEHICLE,"[{'x': 703.47, 'y': 4147.9, 'z': -22.08}, {'x': 703.86, 'y': 4154.11, 'z': -22.07}]","[{'x': 707.05, 'y': 4147.94, 'z': -22.14}, {'x': 707.55, 'y': 4153.82, 'z': -22.14}]",NONE,DASHED_WHITE
,89899461,BUS,"[{'x': 689.24, 'y': 4109.54, 'z': -22.29}, {'x': 688.73, 'y': 4103.2, 'z': -22.35}]","[{'x': 685.75, 'y': 4109.32, 'z': -22.36}, {'x': 685.29, 'y': 4103.39, 'z': -22.41}]",SOLID_WHITE,SOLID_WHITE
,89899473,VEHICLE,"[{'x': 703.0, 'y': 4102.52, 'z': -22.07}, {'x': 703.66, 'y': 4110.42, 'z': -22.02}]","[{'x': 706.86, 'y': 4102.38, 'z': -22.14}, {'x': 707.58, 'y': 4110.66, 'z': -22.1}]",DASHED_WHITE,NONE
,89899499,VEHICLE,"[{'x': 696.01, 'y': 4148.2, 'z': -22.26}, {'x': 694.34, 'y': 4128.04, 'z': -22.25}]","[{'x': 692.42, 'y': 4148.63, 'z': -22.44}, {'x': 690.88, 'y': 4132.87, 'z': -22.43}, {'x': 690.64, 'y': 4130.29, 'z': -22.42}, {'x': 690.34, 'y': 4128.37, 'z': -22.42}]",DASHED_WHITE,SOLID_WHITE
,89899507,VEHICLE,"[{'x': 699.56, 'y': 4148.01, 'z': -22.12}, {'x': 700.11, 'y': 4154.37, 'z': -22.11}]","[{'x': 703.47, 'y': 4147.9, 'z': -22.08}, {'x': 703.86, 'y': 4154.11, 'z': -22.07}]",DOUBLE_SOLID_YELLOW,NONE
,89899522,VEHICLE,"[{'x': 699.56, 'y': 4148.01, 'z': -22.12}, {'x': 701.17, 'y': 4136.94, 'z': -22.06}, {'x': 701.85, 'y': 4133.37, 'z': -22.05}, {'x': 701.71, 'y': 4128.54, 'z': -22.04}]","[{'x': 696.01, 'y': 4148.2, 'z': -22.26}, {'x': 697.97, 'y': 4127.94, 'z': -22.09}]",DOUBLE_SOLID_YELLOW,NONE
,89899534,VEHICLE,"[{'x': 785.74, 'y': 4013.08, 'z': -21.42}, {'x': 720.0, 'y': 4010.32, 'z': -22.2}]","[{'x': 785.6, 'y': 4016.04, 'z': -21.48}, {'x': 720.0, 'y': 4013.28, 'z': -22.22}]",SOLID_WHITE,SOLID_WHITE
,89899545,VEHICLE,"[{'x': 703.66, 'y': 4110.42, 'z': -22.02}, {'x': 705.37, 'y': 4128.83, 'z': -22.09}]","[{'x': 707.58, 'y': 4110.66, 'z': -22.1}, {'x': 709.52, 'y': 4129.09, 'z': -22.22}]",DASHED_WHITE,NONE
